0.000000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.100000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.200000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.300000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.400000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.600000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.700000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.800000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.900000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.100000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.200000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.300000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.400000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.600000	3.174754	-0.036652	2.042035	-1.507964	1.595231	4.117232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
